,passengers,distance,fare,tip,tolls,total,predicted,probability cash %,calibration isoreg probability cash %
2232,1,1.5,7.5,2.25,0.0,13.55,0,0.0,0.0
321,2,1.1,7.0,1.75,0.0,12.05,0,0.0,0.0
2519,1,1.05,6.5,0.0,0.0,10.3,1,99.99,89.19
3859,1,0.7,5.0,1.65,0.0,9.95,0,0.0,0.0
5093,1,1.4,13.0,0.0,0.0,17.3,1,99.98,81.58
2579,2,9.4,28.0,4.0,5.76,39.06,0,0.0,0.0
2166,1,4.77,19.0,0.0,0.0,23.3,1,99.98,67.65
6283,1,0.93,5.5,0.0,0.0,6.3,1,99.99,89.55
3821,1,3.3,12.0,3.15,0.0,18.95,0,0.0,0.0
2988,1,0.4,4.0,0.0,0.0,7.3,1,99.99,89.55
6254,1,0.8,5.5,1.26,0.0,7.56,0,0.0,0.0
3573,1,0.8,5.5,0.0,0.0,8.8,1,99.99,89.19
3770,1,1.78,9.5,0.0,0.0,13.3,1,99.99,83.06
4287,2,1.58,8.0,0.0,0.0,12.3,1,99.99,83.06
5067,1,1.1,9.5,0.0,0.0,12.8,1,99.99,83.06
2941,1,4.23,19.0,2.5,0.0,24.8,0,0.0,0.0
245,1,2.62,12.0,3.06,0.0,18.36,0,0.0,0.0
420,0,0.7,5.5,1.75,0.0,10.55,0,0.0,0.0
4472,2,0.55,4.5,1.66,0.0,9.96,0,0.0,0.0
553,1,0.83,5.0,1.86,0.0,11.16,0,0.0,0.0
373,1,3.59,17.0,1.0,0.0,21.3,0,0.0,0.0
2303,2,3.32,12.5,2.0,0.0,18.3,0,0.0,0.0
736,1,4.5,18.0,0.0,0.0,22.3,1,99.98,67.65
4970,0,0.2,3.5,2.15,0.0,9.45,0,0.0,0.0
3807,1,4.9,25.0,2.0,0.0,30.3,0,0.0,0.0
1504,1,1.4,8.0,2.8,0.0,14.1,0,0.0,0.0
3578,1,2.3,13.0,3.45,0.0,20.75,0,0.0,0.0
5158,1,0.9,5.5,1.86,0.0,11.16,0,0.0,0.0
2850,1,1.0,5.0,1.66,0.0,9.96,0,0.0,0.0
4701,1,0.7,5.0,0.42,0.0,8.72,0,0.0,0.0
3203,4,1.4,6.5,0.0,0.0,9.8,1,99.99,89.19
1192,1,9.49,31.0,6.36,0.0,38.16,0,0.0,0.0
2268,1,2.74,9.5,2.2,0.0,16.0,0,0.0,0.0
1612,1,3.34,13.0,0.0,0.0,17.3,1,99.98,81.58
1195,4,1.46,13.5,3.36,0.0,20.16,0,0.0,0.0
5368,1,0.7,4.5,1.55,0.0,9.35,0,0.0,0.0
1032,1,2.6,12.0,0.0,0.0,15.8,1,99.98,81.58
5960,1,8.26,26.0,6.11,0.0,36.66,0,0.0,0.0
181,2,0.71,6.0,0.0,0.0,9.3,1,99.99,89.19
794,2,2.15,16.0,3.86,0.0,23.16,0,0.0,0.0
1919,1,2.36,11.5,3.82,0.0,19.12,0,0.0,0.0
1973,3,3.08,13.5,2.52,0.0,19.32,0,0.0,0.0
1755,1,1.5,13.5,3.36,0.0,20.16,0,0.0,0.0
4103,1,0.81,5.5,1.0,0.0,9.8,0,0.0,0.0
1352,1,1.27,7.5,2.26,0.0,13.56,0,0.0,0.0
2770,1,1.35,6.0,1.96,0.0,11.76,0,0.0,0.0
5839,1,7.15,23.0,0.0,0.0,27.05,1,99.96,62.5
5075,3,1.0,5.0,1.76,0.0,10.56,0,0.0,0.0
5771,1,1.9,8.5,1.95,0.0,11.75,0,0.0,0.0
865,1,2.25,12.5,0.0,0.0,15.8,1,99.98,81.58
530,2,1.46,8.0,1.2,0.0,12.5,0,0.0,0.0
1215,2,10.0,28.5,5.95,0.0,35.75,0,0.0,0.0
3290,1,1.4,8.0,0.0,0.0,12.3,1,99.99,83.06
5840,1,22.51,60.52,0.0,5.76,66.78,0,17.18,33.33
5338,2,0.6,5.0,1.65,0.0,9.95,0,0.0,0.0
1894,3,2.9,14.0,3.55,0.0,21.35,0,0.0,0.0
710,1,1.31,9.0,0.0,0.0,12.3,1,99.99,83.06
3442,2,1.1,6.5,2.15,0.0,12.95,0,0.0,0.0
4649,1,5.02,23.0,0.0,0.0,27.3,1,99.97,67.65
3580,2,6.7,25.5,5.75,0.0,34.55,0,0.0,0.0
5402,1,1.36,7.0,0.0,0.0,11.3,1,99.99,88.89
2245,1,2.0,8.0,2.25,0.0,13.55,0,0.0,0.0
4038,1,6.16,35.0,0.0,0.0,36.8,1,99.93,38.46
4252,2,0.98,4.5,0.0,0.0,5.8,1,99.99,89.55
2656,6,7.06,22.0,4.66,0.0,27.96,0,0.0,0.0
4945,5,0.67,6.5,1.96,0.0,11.76,0,0.0,0.0
6272,1,2.2,9.5,0.0,0.0,10.8,1,99.99,83.06
3303,2,1.0,7.0,0.0,0.0,10.3,1,99.99,89.19
5438,6,1.7,8.0,1.0,0.0,12.3,0,0.0,0.0
3026,1,3.9,15.5,5.75,0.0,25.05,0,0.0,0.0
4628,2,5.44,17.0,2.0,0.0,22.8,0,0.0,0.0
5944,1,0.97,6.0,2.11,0.0,12.66,0,0.0,0.0
1706,2,2.0,8.5,1.0,0.0,13.3,0,0.0,0.0
5924,1,0.94,5.5,0.0,0.0,6.3,1,99.99,89.55
4772,1,0.72,5.5,1.46,0.0,8.76,0,0.0,0.0
4025,1,5.8,21.0,4.85,0.0,29.15,0,0.0,0.0
15,3,2.09,13.5,0.0,0.0,16.8,1,99.98,81.58
5807,1,0.47,4.0,0.0,0.0,5.3,1,99.99,89.55
2966,1,1.11,6.0,2.32,0.0,11.62,0,0.0,0.0
1158,1,0.66,5.0,1.0,0.0,10.3,0,0.0,0.0
315,1,1.2,8.0,1.5,0.0,13.3,0,0.0,0.0
2887,2,0.8,4.5,0.0,0.0,7.8,1,99.99,89.55
4559,1,1.5,9.0,2.55,0.0,15.35,0,0.0,0.0
1235,1,2.1,10.5,1.0,0.0,14.8,0,0.0,0.0
1544,1,0.84,5.5,2.2,0.0,11.0,0,0.0,0.0
4379,1,3.37,13.0,1.0,0.0,17.8,0,0.0,0.0
2751,1,0.65,4.0,0.0,0.0,7.8,1,99.99,89.55
1557,1,1.7,11.5,3.7,0.0,18.5,0,0.0,0.0
5901,1,2.1,9.5,0.0,0.0,10.8,1,99.99,83.06
1047,4,1.89,15.0,0.0,0.0,18.3,1,99.98,81.58
2815,3,6.04,19.0,4.46,0.0,26.76,0,0.0,0.0
1174,2,0.9,6.5,0.0,0.0,9.8,1,99.99,89.19
4709,3,4.93,18.5,4.46,0.0,26.76,0,0.0,0.0
3662,1,1.4,10.5,0.0,0.0,14.8,1,99.99,83.06
1657,1,17.1,52.0,0.0,0.0,55.3,1,97.8,38.46
1670,1,2.18,10.0,2.82,0.0,14.12,0,0.0,0.0
4962,1,2.54,12.5,3.16,0.0,18.96,0,0.0,0.0
4355,1,2.1,10.0,2.85,0.0,17.15,0,0.0,0.0
5649,1,1.05,6.5,0.0,0.0,7.3,1,99.99,89.19
5245,1,2.98,14.0,0.0,0.0,17.3,1,99.98,81.58
5099,1,1.0,6.5,1.55,0.0,11.85,0,0.0,0.0
4012,1,3.82,16.0,3.0,0.0,22.8,0,0.0,0.0
5985,1,1.2,7.5,0.0,0.0,8.8,1,99.99,89.19
2542,1,1.4,8.5,3.2,0.0,16.0,0,0.0,0.0
4098,1,0.6,5.0,1.0,0.0,9.3,0,0.0,0.0
3279,6,6.66,23.5,5.46,0.0,32.76,0,0.0,0.0
1499,3,2.29,10.5,2.86,0.0,17.16,0,0.0,0.0
4816,5,9.73,28.0,5.0,0.0,34.8,0,0.0,0.0
4996,1,10.9,35.0,11.45,0.0,49.75,0,0.0,0.0
2987,1,1.71,8.5,2.46,0.0,14.76,0,0.0,0.0
3018,1,2.02,9.5,2.0,0.0,15.3,0,0.0,0.0
4765,1,0.97,5.5,1.76,0.0,10.56,0,0.0,0.0
676,2,17.13,52.0,12.21,5.76,73.27,0,0.0,0.0
586,1,3.2,18.5,0.0,0.0,21.8,1,99.98,70.37
2098,1,1.38,7.0,2.16,0.0,12.96,0,0.0,0.0
1737,1,3.7,12.0,0.0,0.0,13.8,1,99.98,81.58
2323,1,1.21,6.5,0.0,0.0,9.8,1,99.99,89.19
5040,1,1.77,8.5,2.46,0.0,14.76,0,0.0,0.0
5417,1,2.1,10.5,4.0,0.0,17.8,0,0.0,0.0
3487,1,1.2,6.5,2.05,0.0,12.35,0,0.0,0.0
4783,1,0.75,5.0,1.0,0.0,9.8,0,0.0,0.0
8,1,3.63,15.0,1.0,0.0,19.3,0,0.0,0.0
4121,2,1.89,8.5,2.95,0.0,14.75,0,0.0,0.0
4251,1,9.93,28.5,7.51,5.76,45.07,0,0.0,0.0
2627,5,1.19,7.0,1.0,0.0,11.3,0,0.0,0.0
4466,1,14.8,43.5,0.0,0.0,47.3,1,99.4,38.46
1654,1,1.03,6.5,1.96,0.0,11.76,0,0.0,0.0
4591,2,0.9,6.0,2.94,0.0,12.74,0,0.0,0.0
549,1,3.29,17.5,5.32,0.0,26.62,0,0.0,0.0
5148,2,1.46,7.0,0.0,0.0,7.8,1,99.99,89.19
742,1,1.32,8.5,0.0,0.0,11.8,1,99.99,83.06
6228,2,4.5,21.5,0.0,0.0,23.3,1,99.98,67.65
4664,1,0.4,9.5,1.0,0.0,13.8,0,0.0,0.0
691,1,1.4,8.0,2.95,0.0,14.75,0,0.0,0.0
4161,1,0.53,4.0,0.0,0.0,8.3,1,99.99,89.55
1354,1,0.5,5.5,0.0,0.0,9.3,1,99.99,89.19
2415,1,6.8,21.0,0.0,0.0,21.8,1,99.97,67.65
6326,1,4.71,17.5,8.08,0.0,27.38,0,0.0,0.0
6206,1,1.37,7.5,1.5,0.0,12.55,0,0.0,0.0
426,4,3.04,12.0,3.16,0.0,18.96,0,0.0,0.0
652,1,1.2,8.0,1.5,0.0,12.8,0,0.0,0.0
33,2,0.65,4.5,2.49,0.0,10.79,0,0.0,0.0
5012,1,1.4,7.5,0.0,0.0,10.8,1,99.99,88.89
964,1,1.47,8.0,0.0,0.0,12.3,1,99.99,83.06
44,1,9.37,29.5,1.0,0.0,33.8,0,0.0,0.0
2618,1,4.7,16.5,0.0,0.0,20.8,1,99.98,67.65
2045,2,1.07,11.5,2.96,0.0,17.76,0,0.0,0.0
1951,2,16.7,52.0,12.21,5.76,73.27,0,0.0,0.0
1720,1,0.6,5.0,0.0,0.0,9.3,1,99.99,89.19
1562,1,3.73,24.0,0.0,0.0,27.8,1,99.97,67.65
1699,1,0.6,5.0,0.0,0.0,8.8,1,99.99,89.19
1965,1,10.5,30.5,7.91,5.76,47.47,0,0.0,0.0
4166,1,1.96,9.5,2.56,0.0,15.36,0,0.0,0.0
1520,1,0.54,4.0,2.34,0.0,10.14,0,0.0,0.0
1844,1,2.9,18.0,5.3,0.0,26.6,0,0.0,0.0
1897,1,1.68,10.0,0.0,0.0,13.3,1,99.99,83.06
1514,2,0.98,5.0,1.66,0.0,9.96,0,0.0,0.0
6232,3,0.8,6.0,0.0,0.0,7.8,1,99.99,89.19
3361,2,0.5,4.0,1.66,0.0,9.96,0,0.0,0.0
6158,1,1.32,8.0,1.96,0.0,11.76,0,0.0,0.0
6214,5,4.3,18.5,0.0,0.0,19.3,1,99.98,67.65
63,4,1.02,5.5,0.0,0.0,9.3,1,99.99,89.19
4402,1,0.8,5.5,1.76,0.0,10.56,0,0.0,0.0
4750,1,1.38,7.5,2.16,0.0,12.96,0,0.0,0.0
4359,1,1.9,9.0,0.0,0.0,9.8,1,99.99,83.06
3379,1,1.1,5.5,1.85,0.0,11.15,0,0.0,0.0
435,1,2.04,16.5,0.0,0.0,20.8,1,99.98,70.37
2484,1,1.27,7.5,1.24,0.0,12.54,0,0.0,0.0
4936,3,0.7,5.0,0.0,0.0,9.3,1,99.99,89.19
227,1,3.79,19.5,4.56,0.0,29.31,0,0.0,0.0
5372,1,1.6,7.5,2.0,0.0,13.3,0,0.0,0.0
5193,1,8.9,26.5,6.05,0.0,36.35,0,0.0,0.0
3350,2,0.7,5.0,0.0,0.0,8.8,1,99.99,89.19
3312,2,11.2,36.0,11.25,5.76,56.31,0,0.0,0.0
3909,1,0.64,6.0,1.5,0.0,10.8,0,0.0,0.0
6093,1,9.6,31.5,0.0,0.0,32.3,1,99.92,38.46
179,1,0.84,6.0,0.0,0.0,9.3,1,99.99,89.19
5196,2,1.27,6.0,0.0,0.0,9.3,1,99.99,89.19
969,2,1.15,6.0,0.46,0.0,9.76,0,0.0,0.0
4290,1,0.4,5.0,1.65,0.0,9.95,0,0.0,0.0
4194,1,1.52,10.0,2.0,0.0,15.3,0,0.0,0.0
1103,1,2.11,13.0,3.46,0.0,20.76,0,0.0,0.0
6045,1,2.12,8.5,2.41,0.0,14.46,0,0.0,0.0
3550,2,2.3,10.0,2.75,0.0,16.55,0,0.0,0.0
1383,1,1.79,13.0,3.26,0.0,19.56,0,0.0,0.0
5632,1,0.48,5.0,0.0,0.0,5.8,1,99.99,89.55
2510,2,0.89,7.5,1.0,0.0,11.8,0,0.0,0.0
4878,1,0.4,3.5,0.0,0.0,6.8,1,99.99,89.55
3260,1,0.74,5.5,1.25,0.0,10.05,0,0.0,0.0
994,2,1.54,9.5,2.56,0.0,15.36,0,0.0,0.0
5497,1,2.46,14.5,0.0,0.0,15.3,1,99.98,81.58
3948,1,0.37,3.5,0.0,0.0,6.8,1,99.99,89.55
5566,1,3.52,15.0,0.0,0.0,16.3,1,99.98,81.58
2552,1,0.6,5.5,1.75,0.0,10.55,0,0.0,0.0
1512,1,1.3,9.5,0.0,0.0,12.8,1,99.99,83.06
3552,1,1.27,10.5,2.96,0.0,17.76,0,0.0,0.0
1090,1,2.6,11.5,2.95,0.0,17.75,0,0.0,0.0
5300,2,1.4,10.5,1.0,0.0,14.8,0,0.0,0.0
6294,1,9.84,32.5,0.0,0.0,36.05,1,99.9,38.46
5038,1,4.62,18.5,4.46,0.0,26.76,0,0.0,0.0
4151,3,4.69,18.5,3.5,0.0,25.8,0,0.0,0.0
3246,2,4.5,17.0,0.0,0.0,20.8,1,99.98,67.65
6309,1,1.97,13.0,1.66,0.0,18.21,0,0.0,0.0
5107,1,1.5,6.5,2.05,0.0,12.35,0,0.0,0.0
4414,1,4.2,17.0,4.8,5.76,28.86,0,0.0,0.0
6397,1,1.57,7.5,0.0,0.0,8.8,1,99.99,89.19
2346,2,7.38,25.0,0.0,0.0,25.8,1,99.96,62.5
1550,1,0.9,6.5,0.5,0.0,7.8,0,0.0,0.0
4307,4,0.34,3.0,0.0,0.0,6.8,1,99.99,89.55
1864,1,4.12,15.0,0.08,0.0,18.88,0,0.0,0.0
6338,1,2.82,14.0,0.0,0.0,14.8,1,99.98,81.58
6100,1,0.76,8.0,0.0,0.0,9.8,1,99.99,89.19
6152,1,6.62,33.54,0.0,0.0,34.04,1,99.94,41.67
2254,2,4.5,17.0,0.0,0.0,21.3,1,99.98,67.65
4724,1,1.0,8.0,2.25,0.0,13.55,0,0.0,0.0
3270,5,2.83,11.0,2.0,0.0,16.3,0,0.0,0.0
3014,2,9.41,27.5,0.0,0.0,30.8,1,99.94,41.67
1945,1,1.21,7.0,0.0,0.0,7.8,1,99.99,89.19
473,2,2.46,15.5,3.76,0.0,22.56,0,0.0,0.0
641,0,0.5,5.0,1.25,0.0,9.55,0,0.0,0.0
3165,1,1.0,5.0,0.0,0.0,8.8,1,99.99,89.19
3372,0,1.3,8.5,0.0,0.0,11.8,1,99.99,83.06
4674,1,0.56,5.0,0.0,0.0,8.3,1,99.99,89.19
4898,1,2.2,9.0,0.0,0.0,12.3,1,99.99,83.06
5361,4,2.51,20.0,4.56,0.0,27.36,0,0.0,0.0
6174,1,1.17,6.5,0.0,0.0,7.3,1,99.99,89.19
297,2,1.07,8.0,2.26,0.0,13.56,0,0.0,0.0
303,1,5.6,19.0,0.0,0.0,22.8,1,99.97,67.65
1869,1,1.0,7.5,0.0,0.0,11.3,1,99.99,88.89
6114,1,0.72,5.0,1.26,0.0,7.56,0,0.0,0.0
5339,1,1.06,8.0,2.36,0.0,14.16,0,0.0,0.0
1374,1,0.8,6.0,0.0,0.0,6.8,1,99.99,89.19
3357,1,1.1,6.0,1.95,0.0,11.75,0,0.0,0.0
655,1,1.18,8.0,0.0,0.0,11.3,1,99.99,88.89
3133,1,1.87,8.0,0.0,0.0,11.3,1,99.99,83.06
5274,2,3.16,15.5,3.76,0.0,22.56,0,0.0,0.0
3460,1,0.7,8.5,2.35,0.0,14.15,0,0.0,0.0
240,1,10.1,32.0,5.5,5.76,47.06,0,0.0,0.0
783,5,0.34,4.0,0.73,0.0,8.03,0,0.0,0.0
1018,1,1.7,7.0,2.0,0.0,12.8,0,0.0,0.0
2477,4,4.19,18.5,0.0,0.0,21.8,1,99.98,67.65
977,1,0.5,3.5,0.0,0.0,7.8,1,99.99,89.55
5231,2,1.4,8.0,3.0,0.0,14.8,0,0.0,0.0
2149,1,9.9,36.5,0.0,5.76,46.56,1,97.5,38.46
1477,6,1.55,9.5,2.76,0.0,16.56,0,0.0,0.0
257,1,1.13,7.0,1.7,0.0,13.0,0,0.0,0.0
893,1,1.95,9.5,2.56,0.0,15.36,0,0.0,0.0
4917,1,16.3,52.0,12.2,5.76,73.26,0,0.0,0.0
3802,1,6.6,23.0,0.0,0.0,26.3,1,99.96,67.65
1862,2,7.42,23.0,6.7,0.0,33.5,0,0.0,0.0
3034,3,3.75,15.0,3.66,0.0,21.96,0,0.0,0.0
6119,2,14.09,54.0,0.0,0.0,55.8,1,98.88,38.46
4993,1,1.5,8.5,0.0,0.0,11.8,1,99.99,83.06
2002,1,1.1,7.5,2.26,0.0,13.56,0,0.0,0.0
6271,1,2.95,13.5,0.0,0.0,14.3,1,99.98,81.58
1770,2,1.26,6.0,0.0,0.0,9.8,1,99.99,89.19
5412,4,4.86,17.5,4.36,0.0,26.16,0,0.0,0.0
4928,1,0.96,8.0,0.0,0.0,11.3,1,99.99,88.89
1375,2,4.17,19.5,4.56,0.0,27.36,0,0.0,0.0
5668,1,11.43,33.53,0.0,5.76,39.79,1,98.0,38.46
1419,1,1.45,6.0,1.0,0.0,10.8,0,0.0,0.0
2112,1,8.3,28.5,2.2,0.0,35.0,0,0.0,0.0
1330,5,0.81,6.5,2.7,0.0,13.5,0,0.0,0.0
3528,1,6.13,24.0,0.0,0.0,27.3,1,99.96,67.65
3403,1,7.4,21.5,3.0,0.0,25.8,0,0.0,0.0
4210,1,3.79,14.0,0.0,0.0,17.8,1,99.98,70.37
3410,1,2.32,15.5,3.76,0.0,22.56,0,0.0,0.0
124,1,1.79,9.5,1.0,0.0,13.8,0,0.0,0.0
1393,1,0.6,5.0,2.6,0.0,11.4,0,0.0,0.0
3739,1,1.03,6.5,1.96,0.0,11.76,0,0.0,0.0
2053,1,3.7,12.5,0.0,0.0,15.8,1,99.98,81.58
2328,1,16.75,52.0,5.5,5.76,66.56,0,0.0,0.0
2664,3,0.73,5.0,0.0,0.0,8.8,1,99.99,89.19
598,1,0.82,7.0,0.0,0.0,10.3,1,99.99,89.19
75,1,7.95,30.0,0.0,0.0,33.8,1,99.94,41.67
4336,1,1.28,9.5,0.0,0.0,13.8,1,99.99,83.06
4258,4,1.65,8.0,2.26,0.0,13.56,0,0.0,0.0
1665,1,2.83,12.0,0.0,0.0,16.3,1,99.98,81.58
3336,1,1.7,14.0,2.0,0.0,16.3,0,0.0,0.0
4162,1,9.16,31.67,0.0,0.0,32.47,1,99.93,38.46
149,1,1.72,7.5,0.0,0.0,8.3,1,99.99,89.19
453,1,9.0,35.5,7.95,0.0,47.75,0,0.0,0.0
1634,1,9.38,28.5,7.51,5.76,45.07,0,0.0,0.0
1360,1,0.9,7.5,1.0,0.0,11.8,0,0.0,0.0
1487,1,1.04,7.5,1.3,0.0,12.1,0,0.0,0.0
808,1,2.78,11.5,3.06,0.0,18.36,0,0.0,0.0
5153,1,0.5,4.5,1.0,0.0,8.8,0,0.0,0.0
3176,5,2.18,9.0,2.56,0.0,15.36,0,0.0,0.0
810,6,1.46,7.0,2.0,0.0,12.8,0,0.0,0.0
834,1,1.8,10.0,2.65,0.0,15.95,0,0.0,0.0
1411,1,1.6,7.0,1.24,0.0,11.54,0,0.0,0.0
4935,1,1.99,10.0,2.76,0.0,16.56,0,0.0,0.0
6150,1,0.78,4.5,0.0,0.0,5.3,1,99.99,89.55
5993,1,0.54,4.0,0.0,0.0,5.8,1,99.99,89.55
1669,1,2.34,15.5,0.0,0.0,19.3,1,99.98,70.37
4369,1,0.77,6.0,0.5,0.0,9.8,0,0.0,0.0
5994,1,0.62,4.0,0.0,0.0,4.8,1,99.99,89.55
1335,1,4.04,16.5,3.0,0.0,22.8,0,0.0,0.0
5820,2,14.67,43.0,0.0,0.0,44.3,1,99.54,38.46
1027,1,1.49,8.0,0.0,0.0,11.3,1,99.99,83.06
6063,1,1.23,7.0,0.0,0.0,7.8,1,99.99,89.19
6199,1,1.99,8.5,0.0,0.0,9.8,1,99.99,88.89
349,1,1.33,6.5,2.06,0.0,12.36,0,0.0,0.0
1554,2,1.37,7.0,1.62,0.0,12.42,0,0.0,0.0
5260,1,8.7,27.0,9.25,5.76,46.31,0,0.0,0.0
172,1,1.24,8.0,0.0,0.0,11.3,1,99.99,88.89
5294,1,5.95,25.5,2.0,0.0,30.8,0,0.0,0.0
4147,3,3.7,15.0,0.0,0.0,18.8,1,99.98,70.37
422,2,0.8,6.0,2.05,0.0,12.35,0,0.0,0.0
2004,1,0.6,4.5,1.56,0.0,9.36,0,0.0,0.0
881,1,1.3,7.5,2.35,0.0,14.15,0,0.0,0.0
2543,4,5.8,21.0,5.0,0.0,29.8,0,0.0,0.0
5661,1,1.77,9.5,0.0,0.0,10.3,1,99.99,83.06
2164,1,11.13,36.02,0.0,0.0,36.32,1,99.87,38.46
4031,1,1.8,11.0,2.0,0.0,17.3,0,0.0,0.0
102,1,1.2,6.5,0.0,0.0,9.8,1,99.99,89.19
3698,1,7.88,32.0,0.0,0.0,32.8,1,99.94,41.67
2402,3,19.2,84.0,0.0,0.0,85.3,0,41.91,38.46
5150,1,2.13,9.5,3.45,0.0,17.25,0,0.0,0.0
2029,1,17.1,50.0,10.65,0.0,63.95,0,0.0,0.0
1509,1,13.27,44.5,6.0,5.76,57.06,0,0.0,0.0
2619,1,1.0,7.5,0.0,0.0,10.8,1,99.99,88.89
6322,1,5.39,17.0,3.76,0.0,22.56,0,0.0,0.0
4733,1,3.1,13.5,5.3,0.0,23.1,0,0.0,0.0
135,1,0.9,8.5,2.5,0.0,15.3,0,0.0,0.0
1414,1,3.5,17.0,4.05,0.0,24.35,0,0.0,0.0
3163,2,2.34,13.5,4.2,0.0,21.0,0,0.0,0.0
4274,1,1.2,6.5,1.65,0.0,9.95,0,0.0,0.0
1879,2,4.7,16.5,5.08,0.0,25.38,0,0.0,0.0
1181,3,0.5,5.0,1.24,0.0,9.54,0,0.0,0.0
5430,2,2.2,9.0,2.56,0.0,15.36,0,0.0,0.0
1496,2,0.7,5.5,1.75,0.0,10.55,0,0.0,0.0
807,1,2.36,9.5,2.66,0.0,15.96,0,0.0,0.0
4004,2,2.23,11.0,0.0,0.0,14.3,1,99.99,83.06
879,1,2.3,10.0,1.0,0.0,14.8,0,0.0,0.0
6104,1,0.9,6.0,1.0,0.0,8.8,0,0.0,0.0
4827,1,2.68,11.0,1.0,0.0,15.8,0,0.0,0.0
799,6,0.91,10.5,3.45,0.0,17.25,0,0.0,0.0
354,5,13.57,45.0,13.52,5.76,67.58,0,0.0,0.0
5781,1,0.78,6.0,0.0,0.0,7.3,1,99.99,89.19
1073,2,0.46,5.5,0.0,0.0,9.8,1,99.99,89.19
3326,1,0.8,12.0,3.8,0.0,19.1,0,0.0,0.0
144,1,3.2,12.5,2.0,0.0,17.8,0,0.0,0.0
380,1,1.1,7.0,3.05,0.0,13.35,0,0.0,0.0
1934,1,2.5,20.0,5.0,0.0,28.3,0,0.0,0.0
3855,1,0.77,5.5,2.2,0.0,11.0,0,0.0,0.0
121,1,2.1,11.0,3.05,0.0,18.35,0,0.0,0.0
3455,1,13.46,56.74,0.0,0.0,57.54,1,98.8,38.46
418,1,1.4,7.0,2.05,0.0,12.35,0,0.0,0.0
3023,2,1.2,7.5,2.16,0.0,12.96,0,0.0,0.0
4713,1,3.4,18.0,4.26,0.0,25.56,0,0.0,0.0
1835,1,1.67,10.0,0.0,0.0,13.3,1,99.99,83.06
1747,5,7.89,24.0,5.0,0.0,29.8,0,0.0,0.0
3945,2,0.64,5.5,1.96,0.0,11.76,0,0.0,0.0
555,1,1.2,7.5,2.15,0.0,12.95,0,0.0,0.0
6034,1,2.89,14.0,0.0,0.0,15.8,1,99.98,81.58
2457,3,7.77,26.0,5.0,0.0,34.3,0,0.0,0.0
5141,1,1.16,7.5,2.16,0.0,12.96,0,0.0,0.0
3889,1,0.0,2.5,0.0,0.0,3.3,1,99.99,89.55
6025,1,3.46,14.0,0.0,0.0,15.3,1,99.98,81.58
4352,1,2.65,10.0,2.76,0.0,16.56,0,0.0,0.0
5866,2,3.2,16.0,3.9,0.0,23.45,0,0.0,0.0
3751,1,1.34,6.5,2.16,0.0,12.96,0,0.0,0.0
5015,1,0.87,5.5,1.96,0.0,11.76,0,0.0,0.0
4557,1,1.04,6.5,0.0,0.0,9.8,1,99.99,89.19
1652,1,1.32,8.0,2.26,0.0,13.56,0,0.0,0.0
1695,1,8.3,29.5,6.65,0.0,39.95,0,0.0,0.0
5382,1,1.96,9.5,2.66,0.0,15.96,0,0.0,0.0
2392,1,0.7,6.0,1.0,0.0,11.3,0,0.0,0.0
5560,1,7.21,31.5,2.0,0.0,35.3,0,0.0,0.0
3497,2,0.37,3.5,0.0,0.0,7.3,1,99.99,89.55
2210,1,0.7,4.5,0.0,0.0,8.8,1,99.99,89.19
3740,1,1.93,12.0,3.06,0.0,18.36,0,0.0,0.0
4347,2,4.66,18.0,0.0,0.0,21.3,1,99.98,67.65
5658,1,8.77,27.54,0.0,0.0,28.04,1,99.95,41.67
414,3,0.49,3.5,0.0,0.0,7.8,1,99.99,89.55
5285,1,0.89,6.5,1.15,0.0,10.95,0,0.0,0.0
654,1,0.43,6.0,1.86,0.0,11.16,0,0.0,0.0
3795,1,3.13,14.0,2.0,0.0,19.3,0,0.0,0.0
1617,1,8.83,26.5,7.11,5.76,42.67,0,0.0,0.0
2943,1,2.7,16.0,2.0,0.0,21.3,0,0.0,0.0
4325,1,1.9,10.0,2.0,0.0,15.8,0,0.0,0.0
6323,1,1.67,8.5,0.0,0.0,9.3,1,99.99,89.19
589,1,3.5,16.0,2.0,0.0,21.8,0,0.0,0.0
2787,1,1.5,8.5,0.0,0.0,12.3,1,99.99,83.06
2755,0,10.1,39.0,9.6,5.76,57.66,0,0.0,0.0
3408,1,0.5,4.0,1.25,0.0,9.55,0,0.0,0.0
3393,1,3.55,12.0,3.16,0.0,18.96,0,0.0,0.0
6273,1,2.58,9.5,2.7,0.0,13.5,0,0.0,0.0
4643,2,10.67,38.0,9.41,5.76,56.47,0,0.0,0.0
701,1,1.0,5.0,1.85,0.0,11.15,0,0.0,0.0
2550,1,0.58,5.0,1.76,0.0,10.56,0,0.0,0.0
5377,2,1.11,8.5,0.0,0.0,11.8,1,99.99,88.89
1867,0,21.1,52.0,0.0,5.76,65.56,0,29.0,38.46
4471,1,1.92,10.0,2.66,0.0,15.96,0,0.0,0.0
1831,1,1.42,10.5,0.0,0.0,13.8,1,99.99,83.06
6379,2,1.8,9.5,2.16,0.0,12.96,0,0.0,0.0
1971,1,14.06,40.5,0.0,5.76,50.56,1,92.65,38.46
5641,1,4.0,19.0,0.0,0.0,20.8,1,99.98,67.65
110,1,5.7,20.0,4.65,0.0,27.95,0,0.0,0.0
